Year,Industry,Employment_thousands
2003,Business support,79.0
2003,Education,136.8
2003,Healthcare,214.3
2003,"Info, culture & rec",105.3
2003,Accommodation & food,159.1
2003,Other services,93.9
2003,Public admin,94.6
2004,Agriculture,1.3
2004,"Forestry, mining & energy",15.5
2004,Forestry and logging and support ac,1.2
2004,"Fishing, hunting and trapping [114]",8.3
2004,"Mining, quarrying, and oil and gas ",6.0
2004,Utilities,1.9
2004,Construction,11.7
2004,Manufacturing,16.9
2004,"Durables [321, 327, 331-339]",4.4
2004,"Non-durables [311-316, 322-326]",12.5
2004,"Wholesale and retail trade [41, 44-",39.0
2004,Wholesale trade,6.2
2004,Retail,32.8
2004,Transport & warehousing,11.9
2004,Finance & real estate,7.6
2004,Finance and insurance [52],4.9
2004,Real estate and rental and leasing ,2.7
2004,Professional services,6.6
2004,Business support,7.3
2004,Education,16.6
2004,Healthcare,29.3
2004,"Info, culture & rec",7.9
2004,Accommodation & food,12.9
2004,Other services,10.8
2004,Public admin,15.8
2004,Agriculture,3.6
2004,"Forestry, mining & energy",2.8
2004,Forestry and logging and support ac,0.2
2004,"Fishing, hunting and trapping [114]",2.6
2004,Utilities,0.4
2004,Construction,4.2
2004,Manufacturing,6.1
2004,"Durables [321, 327, 331-339]",2.0
2004,"Non-durables [311-316, 322-326]",4.1
2004,"Wholesale and retail trade [41, 44-",10.2
2004,Wholesale trade,1.5
2004,Retail,8.7
2004,Transport & warehousing,2.3
2004,Finance & real estate,2.3
2004,Finance and insurance [52],1.4
2004,Real estate and rental and leasing ,0.9
2004,Professional services,2.5
2004,Business support,2.3
2004,Education,4.7
2004,Healthcare,7.9
2004,"Info, culture & rec",2.4
2004,Accommodation & food,4.7
2004,Other services,3.0
2004,Public admin,7.2
2004,Agriculture,5.4
2004,"Forestry, mining & energy",14.0
2004,Forestry and logging and support ac,3.7
2004,"Fishing, hunting and trapping [114]",7.7
2004,"Mining, quarrying, and oil and gas ",2.6
2004,Utilities,2.4
2004,Construction,28.2
2004,Manufacturing,43.9
2004,"Durables [321, 327, 331-339]",18.1
2004,"Non-durables [311-316, 322-326]",25.8
2004,"Wholesale and retail trade [41, 44-",74.0
2004,Wholesale trade,14.4
2004,Retail,59.7
2004,Transport & warehousing,21.7
2004,Finance & real estate,22.2
2004,Finance and insurance [52],13.5
2004,Real estate and rental and leasing ,8.7
2004,Professional services,20.0
2004,Business support,25.0
2004,Education,35.5
2004,Healthcare,53.5
2004,"Info, culture & rec",16.6
2004,Accommodation & food,30.7
2004,Other services,20.7
2004,Public admin,27.8
2004,Agriculture,6.4
2004,"Forestry, mining & energy",11.2
2004,Forestry and logging and support ac,5.5
2004,"Fishing, hunting and trapping [114]",2.4
2004,"Mining, quarrying, and oil and gas ",3.4
2004,Utilities,3.4
2004,Construction,19.2
2004,Manufacturing,41.3
2004,"Durables [321, 327, 331-339]",17.8
2004,"Non-durables [311-316, 322-326]",23.5
2004,"Wholesale and retail trade [41, 44-",54.6
2004,Wholesale trade,10.8
2004,Retail,43.7
2004,Transport & warehousing,20.0
2004,Finance & real estate,14.2
2004,Finance and insurance [52],10.0
2004,Real estate and rental and leasing ,4.2
2004,Professional services,16.4
2004,Business support,21.2
2004,Education,24.2
2004,Healthcare,47.5
2004,"Info, culture & rec",11.1
2004,Accommodation & food,22.0
2004,Other services,17.1
2004,Public admin,18.3
2004,Agriculture,51.3
2004,"Forestry, mining & energy",36.1
2004,Forestry and logging and support ac,20.5
2004,"Fishing, hunting and trapping [114]",1.7
2004,"Mining, quarrying, and oil and gas ",14.0
2004,Utilities,32.2
2004,Construction,164.2
2004,Manufacturing,630.7
2004,"Durables [321, 327, 331-339]",331.3
2004,"Non-durables [311-316, 322-326]",299.4
2004,"Wholesale and retail trade [41, 44-",613.6
2004,Wholesale trade,144.3
2004,Retail,469.3
2004,Transport & warehousing,178.5
2004,Finance & real estate,199.3
2004,Finance and insurance [52],147.2
2004,Real estate and rental and leasing ,52.0
2004,Professional services,222.1
2004,Business support,115.2
2004,Education,236.9
2004,Healthcare,438.2
2004,"Info, culture & rec",164.1
2004,Accommodation & food,207.7
2004,Other services,169.0
2004,Public admin,216.6
2004,Agriculture,77.1
2004,"Forestry, mining & energy",33.8
2004,Forestry and logging and support ac,12.0
2004,"Mining, quarrying, and oil and gas ",21.1
2004,Utilities,57.2
2004,Construction,371.9
2004,Manufacturing,1106.3
2004,"Durables [321, 327, 331-339]",715.8
2004,"Non-durables [311-316, 322-326]",390.5
2004,"Wholesale and retail trade [41, 44-",962.7
2004,Wholesale trade,238.9
2004,Retail,723.8
2004,Transport & warehousing,300.4
2004,Finance & real estate,429.0
2004,Finance and insurance [52],317.0
2004,Real estate and rental and leasing ,112.0
2004,Professional services,437.0
2004,Business support,278.3
2004,Education,391.6
2004,Healthcare,628.8
2004,"Info, culture & rec",304.6
2004,Accommodation & food,368.0
2004,Other services,256.2
2004,Public admin,311.2
2004,Agriculture,29.8
2004,"Forestry, mining & energy",5.4
2004,Forestry and logging and support ac,1.1
2004,"Mining, quarrying, and oil and gas ",4.1
2004,Utilities,7.1
2004,Construction,27.3
2004,Manufacturing,68.4
2004,"Durables [321, 327, 331-339]",42.0
2004,"Non-durables [311-316, 322-326]",26.5
2004,"Wholesale and retail trade [41, 44-",85.3
2004,Wholesale trade,19.2
2004,Retail,66.1
2004,Transport & warehousing,34.6
2004,Finance & real estate,29.7
2004,Finance and insurance [52],21.2
2004,Real estate and rental and leasing ,8.5
2004,Professional services,25.0
2004,Business support,20.7
2004,Education,42.0
2004,Healthcare,77.2
2004,"Info, culture & rec",23.6
2004,Accommodation & food,33.8
2004,Other services,25.8
2004,Public admin,37.0
2004,Agriculture,46.0
2004,"Forestry, mining & energy",19.2
2004,Forestry and logging and support ac,1.2
2004,"Mining, quarrying, and oil and gas ",17.7
2004,Utilities,4.4
2004,Construction,24.2
2004,Manufacturing,28.6
2004,"Durables [321, 327, 331-339]",16.2
2004,"Non-durables [311-316, 322-326]",12.3
2004,"Wholesale and retail trade [41, 44-",77.1
2004,Wholesale trade,17.4
2004,Retail,59.8
2004,Transport & warehousing,23.0
2004,Finance & real estate,26.8
2004,Finance and insurance [52],19.6
2004,Real estate and rental and leasing ,7.1
2004,Professional services,17.4
2004,Business support,13.1
2004,Education,40.5
2004,Healthcare,58.3
2004,"Info, culture & rec",20.2
2004,Accommodation & food,32.3
2004,Other services,22.8
2004,Public admin,25.9
2004,Agriculture,65.2
2004,"Forestry, mining & energy",111.2
2004,Forestry and logging and support ac,4.7
2004,"Mining, quarrying, and oil and gas ",106.4
2004,Utilities,13.8
2004,Construction,161.1
2004,Manufacturing,146.6
2004,"Durables [321, 327, 331-339]",82.0
2004,"Non-durables [311-316, 322-326]",64.5
2004,"Wholesale and retail trade [41, 44-",271.2
2004,Wholesale trade,64.0
2004,Retail,207.3
2004,Transport & warehousing,100.0
2004,Finance & real estate,92.5
2004,Finance and insurance [52],58.7
2004,Real estate and rental and leasing ,33.7
2004,Professional services,122.5
2004,Business support,64.8
2004,Education,109.6
2004,Healthcare,165.8
2004,"Info, culture & rec",72.6
2004,Accommodation & food,124.7
2004,Other services,81.9
2004,Public admin,71.4
2004,Agriculture,36.0
2004,"Forestry, mining & energy",35.7
2004,Forestry and logging and support ac,21.5
2004,"Fishing, hunting and trapping [114]",2.9
2004,"Mining, quarrying, and oil and gas ",11.3
2004,Utilities,9.1
2004,Construction,142.1
2004,Manufacturing,208.4
2004,"Durables [321, 327, 331-339]",129.1
2004,"Non-durables [311-316, 322-326]",79.2
2004,"Wholesale and retail trade [41, 44-",313.0
2004,Wholesale trade,65.8
2004,Retail,247.3
2004,Transport & warehousing,112.6
2004,Finance & real estate,127.9
2004,Finance and insurance [52],81.8
2004,Real estate and rental and leasing ,46.1
2004,Professional services,143.0
2004,Business support,79.8
2004,Education,132.4
2004,Healthcare,216.7
2004,"Info, culture & rec",109.8
2004,Accommodation & food,170.0
2004,Other services,92.7
2004,Public admin,99.1
2005,Agriculture,2.2
2005,"Forestry, mining & energy",15.1
2005,Forestry and logging and support ac,1.5
2005,"Fishing, hunting and trapping [114]",8.7
2005,"Mining, quarrying, and oil and gas ",4.9
2005,Utilities,2.3
2005,Construction,12.3
2005,Manufacturing,16.7
2005,"Durables [321, 327, 331-339]",3.4
2005,"Non-durables [311-316, 322-326]",13.2
2005,"Wholesale and retail trade [41, 44-",38.0
2005,Wholesale trade,5.7
2005,Retail,32.3
2005,Transport & warehousing,11.0
2005,Finance & real estate,7.6
2005,Finance and insurance [52],5.0
2005,Real estate and rental and leasing ,2.6
2005,Professional services,7.2
2005,Business support,7.4
2005,Education,16.8
2005,Healthcare,29.1
2005,"Info, culture & rec",7.2
2005,Accommodation & food,13.4
2005,Other services,11.2
2005,Public admin,14.8
2005,Agriculture,3.4
2005,"Forestry, mining & energy",2.5
2005,Forestry and logging and support ac,0.3
2005,"Fishing, hunting and trapping [114]",2.2
2005,Utilities,0.4
2005,Construction,4.7
2005,Manufacturing,6.7
2005,"Durables [321, 327, 331-339]",2.4
2005,"Non-durables [311-316, 322-326]",4.3
2005,"Wholesale and retail trade [41, 44-",9.5
2005,Wholesale trade,1.3
2005,Retail,8.2
2005,Transport & warehousing,2.4
2005,Finance & real estate,2.2
2005,Finance and insurance [52],1.3
2005,Real estate and rental and leasing ,0.8
2005,Professional services,2.4
2005,Business support,2.7
2005,Education,4.9
2005,Healthcare,7.8
2005,"Info, culture & rec",2.8
2005,Accommodation & food,5.4
2005,Other services,3.1
2005,Public admin,6.6
2005,Agriculture,5.8
2005,"Forestry, mining & energy",14.7
2005,Forestry and logging and support ac,4.0
2005,"Fishing, hunting and trapping [114]",7.8
2005,"Mining, quarrying, and oil and gas ",2.8
2005,Utilities,2.4
2005,Construction,27.3
2005,Manufacturing,40.6
2005,"Durables [321, 327, 331-339]",16.1
2005,"Non-durables [311-316, 322-326]",24.6
2005,"Wholesale and retail trade [41, 44-",76.8
2005,Wholesale trade,15.9
2005,Retail,61.0
2005,Transport & warehousing,21.0
2005,Finance & real estate,21.8
2005,Finance and insurance [52],13.4
2005,Real estate and rental and leasing ,8.4
2005,Professional services,19.9
2005,Business support,24.2
2005,Education,35.2
2005,Healthcare,56.2
2005,"Info, culture & rec",15.9
2005,Accommodation & food,31.5
2005,Other services,20.9
2005,Public admin,27.9
2005,Agriculture,6.6
2005,"Forestry, mining & energy",11.2
2005,Forestry and logging and support ac,5.0
2005,"Fishing, hunting and trapping [114]",2.5
2005,"Mining, quarrying, and oil and gas ",3.7
2005,Utilities,3.2
2005,Construction,18.5
2005,Manufacturing,35.3
2005,"Durables [321, 327, 331-339]",17.0
2005,"Non-durables [311-316, 322-326]",18.3
2005,"Wholesale and retail trade [41, 44-",57.8
2005,Wholesale trade,12.4
2005,Retail,45.4
2005,Transport & warehousing,20.8
2005,Finance & real estate,13.5
2005,Finance and insurance [52],9.6
2005,Real estate and rental and leasing ,3.9
2005,Professional services,15.1
2005,Business support,20.4
2005,Education,25.9
2005,Healthcare,46.3
2005,"Info, culture & rec",12.6
2005,Accommodation & food,22.0
2005,Other services,16.3
2005,Public admin,20.9
2005,Agriculture,60.8
2005,"Forestry, mining & energy",39.7
2005,Forestry and logging and support ac,20.4
2005,"Fishing, hunting and trapping [114]",2.1
2005,"Mining, quarrying, and oil and gas ",17.2
2005,Utilities,31.5
2005,Construction,178.2
2005,Manufacturing,615.6
2005,"Durables [321, 327, 331-339]",332.6
2005,"Non-durables [311-316, 322-326]",283.0
2005,"Wholesale and retail trade [41, 44-",617.4
2005,Wholesale trade,140.6
2005,Retail,476.8
2005,Transport & warehousing,164.6
2005,Finance & real estate,203.9
2005,Finance and insurance [52],148.7
2005,Real estate and rental and leasing ,55.2
2005,Professional services,224.1
2005,Business support,128.6
2005,Education,244.1
2005,Healthcare,440.6
2005,"Info, culture & rec",162.9
2005,Accommodation & food,216.4
2005,Other services,161.3
2005,Public admin,215.9
2005,Agriculture,93.2
2005,"Forestry, mining & energy",34.9
2005,Forestry and logging and support ac,11.3
2005,"Mining, quarrying, and oil and gas ",23.3
2005,Utilities,48.3
2005,Construction,398.0
2005,Manufacturing,1062.9
2005,"Durables [321, 327, 331-339]",677.6
2005,"Non-durables [311-316, 322-326]",385.3
2005,"Wholesale and retail trade [41, 44-",992.6
2005,Wholesale trade,247.2
2005,Retail,745.4
2005,Transport & warehousing,292.9
2005,Finance & real estate,448.0
2005,Finance and insurance [52],333.6
2005,Real estate and rental and leasing ,114.4
2005,Professional services,435.4
2005,Business support,280.9
2005,Education,426.4
2005,Healthcare,622.6
2005,"Info, culture & rec",298.4
2005,Accommodation & food,365.2
2005,Other services,257.5
2005,Public admin,323.9
2005,Agriculture,30.1
2005,"Forestry, mining & energy",5.6
2005,Forestry and logging and support ac,0.9
2005,"Mining, quarrying, and oil and gas ",4.3
2005,Utilities,6.7
2005,Construction,27.9
2005,Manufacturing,67.7
2005,"Durables [321, 327, 331-339]",42.2
2005,"Non-durables [311-316, 322-326]",25.6
2005,"Wholesale and retail trade [41, 44-",84.5
2005,Wholesale trade,18.5
2005,Retail,66.0
2005,Transport & warehousing,33.4
2005,Finance & real estate,32.7
2005,Finance and insurance [52],24.7
2005,Real estate and rental and leasing ,8.0
2005,Professional services,24.8
2005,Business support,19.5
2005,Education,45.0
2005,Healthcare,75.3
2005,"Info, culture & rec",24.3
2005,Accommodation & food,36.6
2005,Other services,27.2
2005,Public admin,35.2
2005,Agriculture,46.0
2005,"Forestry, mining & energy",18.3
2005,Forestry and logging and support ac,0.8
2005,"Mining, quarrying, and oil and gas ",17.5
2005,Utilities,4.5
2005,Construction,26.3
2005,Manufacturing,30.0
2005,"Durables [321, 327, 331-339]",16.9
2005,"Non-durables [311-316, 322-326]",13.1
2005,"Wholesale and retail trade [41, 44-",78.2
2005,Wholesale trade,18.1
2005,Retail,60.1
2005,Transport & warehousing,25.1
2005,Finance & real estate,25.7
2005,Finance and insurance [52],19.3
2005,Real estate and rental and leasing ,6.3
2005,Professional services,18.2
2005,Business support,13.3
2005,Education,38.6
2005,Healthcare,58.6
2005,"Info, culture & rec",20.3
2005,Accommodation & food,29.5
2005,Other services,22.2
2005,Public admin,27.0
2005,Agriculture,55.9
2005,"Forestry, mining & energy",130.0
2005,Forestry and logging and support ac,4.5
2005,"Mining, quarrying, and oil and gas ",125.5
2005,Utilities,13.8
2005,Construction,163.2
2005,Manufacturing,134.4
2005,"Durables [321, 327, 331-339]",79.4
2005,"Non-durables [311-316, 322-326]",55.1
2005,"Wholesale and retail trade [41, 44-",284.8
2005,Wholesale trade,68.7
2005,Retail,216.1
2005,Transport & warehousing,108.6
2005,Finance & real estate,97.0
2005,Finance and insurance [52],62.6
2005,Real estate and rental and leasing ,34.4
2005,Professional services,135.7
2005,Business support,63.6
