Year,Industry,Employment_thousands
2018,Utilities,3.4
2018,Construction,19.8
2018,Manufacturing,9.2
2018,"Durables [321, 327, 331-339]",2.8
2018,"Non-durables [311-316, 322-326]",6.3
2018,"Wholesale and retail trade [41, 44-",37.3
2018,Wholesale trade,5.9
2018,Retail,31.4
2018,Transport & warehousing,12.3
2018,Finance & real estate,7.8
2018,Finance and insurance [52],5.4
2018,Real estate and rental and leasing ,2.5
2018,Professional services,10.7
2018,Business support,6.1
2018,Education,15.7
2018,Healthcare,41.2
2018,"Info, culture & rec",6.9
2018,Accommodation & food,16.6
2018,Other services,10.0
2018,Public admin,15.7
2018,Agriculture,3.7
2018,"Forestry, mining & energy",2.5
2018,Forestry and logging and support ac,0.2
2018,"Fishing, hunting and trapping [114]",2.0
2018,"Mining, quarrying, and oil and gas ",0.3
2018,Utilities,0.2
2018,Construction,6.0
2018,Manufacturing,6.8
2018,"Durables [321, 327, 331-339]",2.4
2018,"Non-durables [311-316, 322-326]",4.4
2018,"Wholesale and retail trade [41, 44-",11.5
2018,Wholesale trade,1.7
2018,Retail,9.7
2018,Transport & warehousing,2.8
2018,Finance & real estate,2.8
2018,Finance and insurance [52],1.9
2018,Real estate and rental and leasing ,0.9
2018,Professional services,3.6
2018,Business support,1.9
2018,Education,5.3
2018,Healthcare,10.0
2018,"Info, culture & rec",2.5
2018,Accommodation & food,6.6
2018,Other services,3.1
2018,Public admin,7.0
2018,Agriculture,4.7
2018,"Forestry, mining & energy",10.0
2018,Forestry and logging and support ac,2.4
2018,"Fishing, hunting and trapping [114]",4.6
2018,"Mining, quarrying, and oil and gas ",3.0
2018,Utilities,3.5
2018,Construction,30.9
2018,Manufacturing,32.8
2018,"Durables [321, 327, 331-339]",15.3
2018,"Non-durables [311-316, 322-326]",17.6
2018,"Wholesale and retail trade [41, 44-",80.5
2018,Wholesale trade,14.0
2018,Retail,66.5
2018,Transport & warehousing,19.9
2018,Finance & real estate,22.2
2018,Finance and insurance [52],14.1
2018,Real estate and rental and leasing ,8.1
2018,Professional services,25.2
2018,Business support,17.8
2018,Education,37.7
2018,Healthcare,67.8
2018,"Info, culture & rec",18.3
2018,Accommodation & food,33.9
2018,Other services,17.9
2018,Public admin,28.0
2018,Agriculture,5.7
2018,"Forestry, mining & energy",9.2
2018,Forestry and logging and support ac,3.2
2018,"Fishing, hunting and trapping [114]",1.8
2018,"Mining, quarrying, and oil and gas ",4.3
2018,Utilities,2.9
2018,Construction,24.5
2018,Manufacturing,31.7
2018,"Durables [321, 327, 331-339]",16.3
2018,"Non-durables [311-316, 322-326]",15.4
2018,"Wholesale and retail trade [41, 44-",54.7
2018,Wholesale trade,8.3
2018,Retail,46.4
2018,Transport & warehousing,18.5
2018,Finance & real estate,17.4
2018,Finance and insurance [52],12.8
2018,Real estate and rental and leasing ,4.7
2018,Professional services,16.4
2018,Business support,16.6
2018,Education,26.8
2018,Healthcare,58.6
2018,"Info, culture & rec",11.8
2018,Accommodation & food,24.7
2018,Other services,14.8
2018,Public admin,25.4
2018,Agriculture,53.8
2018,"Forestry, mining & energy",38.2
2018,Forestry and logging and support ac,13.9
2018,"Mining, quarrying, and oil and gas ",23.3
2018,Utilities,25.7
2018,Construction,248.3
2018,Manufacturing,501.8
2018,"Durables [321, 327, 331-339]",287.4
2018,"Non-durables [311-316, 322-326]",214.4
2018,"Wholesale and retail trade [41, 44-",682.1
2018,Wholesale trade,160.6
2018,Retail,521.5
2018,Transport & warehousing,208.5
2018,Finance & real estate,236.1
2018,Finance and insurance [52],176.3
2018,Real estate and rental and leasing ,59.8
2018,Professional services,328.3
2018,Business support,188.5
2018,Education,284.1
2018,Healthcare,580.6
2018,"Info, culture & rec",178.4
2018,Accommodation & food,276.7
2018,Other services,172.7
2018,Public admin,239.5
2018,Agriculture,71.9
2018,"Forestry, mining & energy",32.6
2018,Forestry and logging and support ac,5.0
2018,"Mining, quarrying, and oil and gas ",27.3
2018,Utilities,52.8
2018,Construction,526.2
2018,Manufacturing,798.8
2018,"Durables [321, 327, 331-339]",515.1
2018,"Non-durables [311-316, 322-326]",283.7
2018,"Wholesale and retail trade [41, 44-",1098.7
2018,Wholesale trade,267.4
2018,Retail,831.4
2018,Transport & warehousing,370.7
2018,Finance & real estate,569.7
2018,Finance and insurance [52],420.0
2018,Real estate and rental and leasing ,149.7
2018,Professional services,638.5
2018,Business support,318.3
2018,Education,515.3
2018,Healthcare,850.1
2018,"Info, culture & rec",301.2
2018,Accommodation & food,465.6
2018,Other services,285.2
2018,Public admin,344.5
2018,Agriculture,26.6
2018,"Forestry, mining & energy",6.5
2018,Forestry and logging and support ac,0.5
2018,"Mining, quarrying, and oil and gas ",5.7
2018,Utilities,7.4
2018,Construction,49.3
2018,Manufacturing,62.6
2018,"Durables [321, 327, 331-339]",35.7
2018,"Non-durables [311-316, 322-326]",26.8
2018,"Wholesale and retail trade [41, 44-",90.3
2018,Wholesale trade,19.5
2018,Retail,70.8
2018,Transport & warehousing,38.3
2018,Finance & real estate,36.5
2018,Finance and insurance [52],27.0
2018,Real estate and rental and leasing ,9.5
2018,Professional services,28.7
2018,Business support,21.8
2018,Education,53.0
2018,Healthcare,102.1
2018,"Info, culture & rec",24.0
2018,Accommodation & food,42.6
2018,Other services,28.8
2018,Public admin,35.0
2018,Agriculture,39.7
2018,"Forestry, mining & energy",23.9
2018,Forestry and logging and support ac,0.8
2018,"Mining, quarrying, and oil and gas ",22.9
2018,Utilities,8.4
2018,Construction,47.7
2018,Manufacturing,28.0
2018,"Durables [321, 327, 331-339]",16.8
2018,"Non-durables [311-316, 322-326]",11.2
2018,"Wholesale and retail trade [41, 44-",92.3
2018,Wholesale trade,24.7
2018,Retail,67.6
2018,Transport & warehousing,26.9
2018,Finance & real estate,28.4
2018,Finance and insurance [52],20.2
2018,Real estate and rental and leasing ,8.2
2018,Professional services,26.7
2018,Business support,14.5
2018,Education,40.3
2018,Healthcare,79.6
2018,"Info, culture & rec",19.6
2018,Accommodation & food,34.6
2018,Other services,24.2
2018,Public admin,30.5
2018,Agriculture,52.4
2018,"Forestry, mining & energy",146.2
2018,Forestry and logging and support ac,5.0
2018,"Mining, quarrying, and oil and gas ",141.1
2018,Utilities,21.0
2018,Construction,234.7
2018,Manufacturing,132.5
2018,"Durables [321, 327, 331-339]",78.2
2018,"Non-durables [311-316, 322-326]",54.3
2018,"Wholesale and retail trade [41, 44-",335.4
2018,Wholesale trade,86.7
2018,Retail,248.7
2018,Transport & warehousing,138.6
2018,Finance & real estate,112.1
2018,Finance and insurance [52],66.8
2018,Real estate and rental and leasing ,45.3
2018,Professional services,170.9
2018,Business support,83.0
2018,Education,146.2
2018,Healthcare,276.2
2018,"Info, culture & rec",79.9
2018,Accommodation & food,135.8
2018,Other services,110.3
2018,Public admin,104.0
2018,Agriculture,24.5
2018,"Forestry, mining & energy",50.1
2018,Forestry and logging and support ac,17.5
2018,"Fishing, hunting and trapping [114]",3.4
2018,"Mining, quarrying, and oil and gas ",29.2
2018,Utilities,14.7
2018,Construction,249.0
2018,Manufacturing,180.3
2018,"Durables [321, 327, 331-339]",105.0
2018,"Non-durables [311-316, 322-326]",75.3
2018,"Wholesale and retail trade [41, 44-",400.4
2018,Wholesale trade,88.0
2018,Retail,312.5
2018,Transport & warehousing,142.9
2018,Finance & real estate,165.3
2018,Finance and insurance [52],103.8
2018,Real estate and rental and leasing ,61.6
2018,Professional services,221.9
2018,Business support,102.7
2018,Education,168.4
2018,Healthcare,330.0
2018,"Info, culture & rec",131.1
2018,Accommodation & food,200.4
2018,Other services,120.8
2018,Public admin,107.3
2019,Agriculture,1.5
2019,"Forestry, mining & energy",14.4
2019,Forestry and logging and support ac,0.8
2019,"Fishing, hunting and trapping [114]",3.7
2019,"Mining, quarrying, and oil and gas ",9.8
2019,Utilities,3.4
2019,Construction,19.7
2019,Manufacturing,9.7
2019,"Durables [321, 327, 331-339]",3.0
2019,"Non-durables [311-316, 322-326]",6.7
2019,"Wholesale and retail trade [41, 44-",37.1
2019,Wholesale trade,5.6
2019,Retail,31.4
2019,Transport & warehousing,11.2
2019,Finance & real estate,7.4
2019,Finance and insurance [52],4.3
2019,Real estate and rental and leasing ,3.1
2019,Professional services,9.8
2019,Business support,7.6
2019,Education,16.8
2019,Healthcare,40.4
2019,"Info, culture & rec",8.0
2019,Accommodation & food,16.8
2019,Other services,10.2
2019,Public admin,17.4
2019,Agriculture,4.0
2019,"Forestry, mining & energy",2.6
2019,Forestry and logging and support ac,0.2
2019,"Fishing, hunting and trapping [114]",2.0
2019,"Mining, quarrying, and oil and gas ",0.4
2019,Utilities,0.2
2019,Construction,6.5
2019,Manufacturing,6.5
2019,"Durables [321, 327, 331-339]",2.6
2019,"Non-durables [311-316, 322-326]",3.9
2019,"Wholesale and retail trade [41, 44-",11.5
2019,Wholesale trade,1.5
2019,Retail,10.0
2019,Transport & warehousing,2.8
2019,Finance & real estate,3.0
2019,Finance and insurance [52],2.0
2019,Real estate and rental and leasing ,1.0
2019,Professional services,3.5
2019,Business support,2.2
2019,Education,5.3
2019,Healthcare,10.6
2019,"Info, culture & rec",2.3
2019,Accommodation & food,6.0
2019,Other services,3.2
2019,Public admin,7.8
2019,Agriculture,6.1
2019,"Forestry, mining & energy",11.1
2019,Forestry and logging and support ac,2.0
2019,"Fishing, hunting and trapping [114]",5.8
2019,"Mining, quarrying, and oil and gas ",3.3
2019,Utilities,3.5
2019,Construction,34.5
2019,Manufacturing,33.4
2019,"Durables [321, 327, 331-339]",15.1
2019,"Non-durables [311-316, 322-326]",18.3
2019,"Wholesale and retail trade [41, 44-",82.2
2019,Wholesale trade,14.4
2019,Retail,67.8
2019,Transport & warehousing,19.6
2019,Finance & real estate,21.5
2019,Finance and insurance [52],14.8
2019,Real estate and rental and leasing ,6.7
2019,Professional services,26.8
2019,Business support,17.4
2019,Education,36.0
2019,Healthcare,74.2
2019,"Info, culture & rec",18.7
2019,Accommodation & food,34.6
2019,Other services,15.9
2019,Public admin,28.5
2019,Agriculture,6.1
2019,"Forestry, mining & energy",10.4
2019,Forestry and logging and support ac,3.5
2019,"Fishing, hunting and trapping [114]",2.5
2019,"Mining, quarrying, and oil and gas ",4.3
2019,Utilities,3.1
2019,Construction,26.0
2019,Manufacturing,31.6
2019,"Durables [321, 327, 331-339]",14.7
2019,"Non-durables [311-316, 322-326]",16.9
2019,"Wholesale and retail trade [41, 44-",52.8
2019,Wholesale trade,9.3
2019,Retail,43.6
2019,Transport & warehousing,18.8
2019,Finance & real estate,17.7
2019,Finance and insurance [52],12.7
2019,Real estate and rental and leasing ,5.0
2019,Professional services,17.6
2019,Business support,16.1
2019,Education,27.2
2019,Healthcare,58.8
2019,"Info, culture & rec",13.2
2019,Accommodation & food,23.3
2019,Other services,14.1
2019,Public admin,24.9
2019,Agriculture,54.0
2019,"Forestry, mining & energy",41.2
2019,Forestry and logging and support ac,14.4
2019,"Mining, quarrying, and oil and gas ",26.2
2019,Utilities,22.8
2019,Construction,264.0
2019,Manufacturing,497.8
2019,"Durables [321, 327, 331-339]",292.6
2019,"Non-durables [311-316, 322-326]",205.2
2019,"Wholesale and retail trade [41, 44-",676.3
2019,Wholesale trade,142.4
2019,Retail,533.9
2019,Transport & warehousing,232.2
2019,Finance & real estate,238.5
2019,Finance and insurance [52],181.2
2019,Real estate and rental and leasing ,57.3
2019,Professional services,346.7
2019,Business support,176.0
2019,Education,286.4
2019,Healthcare,601.8
2019,"Info, culture & rec",178.7
2019,Accommodation & food,261.7
2019,Other services,175.5
2019,Public admin,246.7
2019,Agriculture,74.5
2019,"Forestry, mining & energy",34.8
2019,Forestry and logging and support ac,4.6
2019,"Mining, quarrying, and oil and gas ",29.8
2019,Utilities,51.2
2019,Construction,539.0
2019,Manufacturing,776.8
2019,"Durables [321, 327, 331-339]",488.0
2019,"Non-durables [311-316, 322-326]",288.9
2019,"Wholesale and retail trade [41, 44-",1118.7
2019,Wholesale trade,265.0
2019,Retail,853.6
2019,Transport & warehousing,393.8
2019,Finance & real estate,600.0
2019,Finance and insurance [52],433.2
2019,Real estate and rental and leasing ,166.8
2019,Professional services,676.0
2019,Business support,309.4
2019,Education,532.0
2019,Healthcare,890.6
2019,"Info, culture & rec",304.9
2019,Accommodation & food,457.6
2019,Other services,290.8
2019,Public admin,362.7
2019,Agriculture,26.5
2019,"Forestry, mining & energy",6.0
2019,Forestry and logging and support ac,0.8
2019,"Mining, quarrying, and oil and gas ",4.8
2019,Utilities,7.1
2019,Construction,51.4
2019,Manufacturing,64.3
2019,"Durables [321, 327, 331-339]",38.1
2019,"Non-durables [311-316, 322-326]",26.2
2019,"Wholesale and retail trade [41, 44-",92.3
2019,Wholesale trade,19.3
2019,Retail,73.0
2019,Transport & warehousing,41.4
2019,Finance & real estate,35.4
2019,Finance and insurance [52],27.1
2019,Real estate and rental and leasing ,8.3
2019,Professional services,30.2
2019,Business support,23.0
2019,Education,52.5
2019,Healthcare,103.0
2019,"Info, culture & rec",22.7
2019,Accommodation & food,42.5
2019,Other services,27.2
2019,Public admin,36.2
2019,Agriculture,40.8
2019,"Forestry, mining & energy",23.9
2019,Forestry and logging and support ac,0.7
2019,"Mining, quarrying, and oil and gas ",23.1
2019,Utilities,7.1
2019,Construction,45.5
2019,Manufacturing,30.0
2019,"Durables [321, 327, 331-339]",18.2
2019,"Non-durables [311-316, 322-326]",11.8
2019,"Wholesale and retail trade [41, 44-",89.8
2019,Wholesale trade,24.5
2019,Retail,65.3
2019,Transport & warehousing,24.7
2019,Finance & real estate,29.3
2019,Finance and insurance [52],21.3
2019,Real estate and rental and leasing ,8.0
2019,Professional services,27.1
2019,Business support,15.1
2019,Education,43.3
2019,Healthcare,80.8
2019,"Info, culture & rec",21.4
2019,Accommodation & food,37.7
2019,Other services,26.7
2019,Public admin,31.3
2019,Agriculture,55.9
2019,"Forestry, mining & energy",141.7
2019,Forestry and logging and support ac,3.4
2019,"Mining, quarrying, and oil and gas ",138.2
2019,Utilities,21.6
2019,Construction,232.6
2019,Manufacturing,135.3
2019,"Durables [321, 327, 331-339]",78.3
2019,"Non-durables [311-316, 322-326]",57.0
2019,"Wholesale and retail trade [41, 44-",348.9
2019,Wholesale trade,89.7
2019,Retail,259.2
2019,Transport & warehousing,138.8
2019,Finance & real estate,111.1
2019,Finance and insurance [52],66.1
2019,Real estate and rental and leasing ,45.0
2019,Professional services,178.4
2019,Business support,79.2
2019,Education,150.3
2019,Healthcare,284.7
2019,"Info, culture & rec",76.1
2019,Accommodation & food,136.0
2019,Other services,106.3
2019,Public admin,108.6
2019,Agriculture,24.3
2019,"Forestry, mining & energy",46.4
2019,Forestry and logging and support ac,16.1
2019,"Fishing, hunting and trapping [114]",1.8
2019,"Mining, quarrying, and oil and gas ",28.4
2019,Utilities,13.3
2019,Construction,253.2
2019,Manufacturing,171.8
2019,"Durables [321, 327, 331-339]",106.6
2019,"Non-durables [311-316, 322-326]",65.1
2019,"Wholesale and retail trade [41, 44-",421.0
2019,Wholesale trade,94.3
2019,Retail,326.7
2019,Transport & warehousing,146.5
2019,Finance & real estate,168.1
2019,Finance and insurance [52],104.6
2019,Real estate and rental and leasing ,63.5
2019,Professional services,240.4
2019,Business support,115.9
2019,Education,176.1
2019,Healthcare,329.7
2019,"Info, culture & rec",132.8
2019,Accommodation & food,202.3
2019,Other services,119.2
2019,Public admin,120.0
2020,Agriculture,1.2
2020,"Forestry, mining & energy",13.1
2020,Forestry and logging and support ac,0.8
2020,"Fishing, hunting and trapping [114]",3.6
2020,"Mining, quarrying, and oil and gas ",8.8
2020,Utilities,3.2
2020,Construction,16.5
2020,Manufacturing,9.5
2020,"Durables [321, 327, 331-339]",3.1
2020,"Non-durables [311-316, 322-326]",6.4
2020,"Wholesale and retail trade [41, 44-",35.3
2020,Wholesale trade,5.2
2020,Retail,30.1
2020,Transport & warehousing,9.9
2020,Finance & real estate,7.7
2020,Finance and insurance [52],5.2
2020,Real estate and rental and leasing ,2.5
2020,Professional services,8.8
2020,Business support,6.6
2020,Education,16.9
2020,Healthcare,40.9
2020,"Info, culture & rec",5.7
2020,Accommodation & food,14.4
2020,Other services,10.6
2020,Public admin,16.8
2020,Agriculture,3.8
2020,"Forestry, mining & energy",2.4
2020,"Fishing, hunting and trapping [114]",2.0
2020,"Mining, quarrying, and oil and gas ",0.3
2020,Utilities,0.2
2020,Construction,6.2
2020,Manufacturing,6.7
2020,"Durables [321, 327, 331-339]",2.4
2020,"Non-durables [311-316, 322-326]",4.3
2020,"Wholesale and retail trade [41, 44-",11.1
2020,Wholesale trade,1.5
2020,Retail,9.6
2020,Transport & warehousing,2.8
2020,Finance & real estate,3.1
2020,Finance and insurance [52],2.5
2020,Real estate and rental and leasing ,0.7
2020,Professional services,4.0
2020,Business support,2.1
2020,Education,5.7
2020,Healthcare,10.6
2020,"Info, culture & rec",2.1
2020,Accommodation & food,4.2
2020,Other services,3.1
2020,Public admin,8.1
2020,Agriculture,6.1
2020,"Forestry, mining & energy",11.2
2020,Forestry and logging and support ac,2.1
2020,"Fishing, hunting and trapping [114]",6.0
2020,"Mining, quarrying, and oil and gas ",3.1
2020,Utilities,4.1
2020,Construction,33.8
2020,Manufacturing,33.2
2020,"Durables [321, 327, 331-339]",14.9
2020,"Non-durables [311-316, 322-326]",18.3
2020,"Wholesale and retail trade [41, 44-",69.6
2020,Wholesale trade,11.9
2020,Retail,57.7
2020,Transport & warehousing,19.1
2020,Finance & real estate,23.5
2020,Finance and insurance [52],16.2
2020,Real estate and rental and leasing ,7.3
2020,Professional services,30.0
2020,Business support,18.5
2020,Education,36.2
2020,Healthcare,72.5
2020,"Info, culture & rec",15.2
2020,Accommodation & food,28.3
2020,Other services,16.7
2020,Public admin,29.3
2020,Agriculture,4.9
2020,"Forestry, mining & energy",10.1
2020,Forestry and logging and support ac,4.5
2020,"Fishing, hunting and trapping [114]",2.5
2020,"Mining, quarrying, and oil and gas ",3.1
2020,Utilities,3.1
2020,Construction,24.9
2020,Manufacturing,30.5
2020,"Durables [321, 327, 331-339]",13.9
2020,"Non-durables [311-316, 322-326]",16.6
2020,"Wholesale and retail trade [41, 44-",54.8
2020,Wholesale trade,10.1
2020,Retail,44.6
2020,Transport & warehousing,16.9
2020,Finance & real estate,17.5
2020,Finance and insurance [52],13.4
2020,Real estate and rental and leasing ,4.1
2020,Professional services,17.3
2020,Business support,15.3
2020,Education,27.6
2020,Healthcare,57.1
2020,"Info, culture & rec",10.6
2020,Accommodation & food,20.1
2020,Other services,14.1
2020,Public admin,26.8
2020,Agriculture,54.7
2020,"Forestry, mining & energy",37.9
2020,Forestry and logging and support ac,13.5
2020,"Mining, quarrying, and oil and gas ",23.1
2020,Utilities,21.7
2020,Construction,264.9
2020,Manufacturing,473.7
2020,"Durables [321, 327, 331-339]",277.3
2020,"Non-durables [311-316, 322-326]",196.4
2020,"Wholesale and retail trade [41, 44-",652.2
2020,Wholesale trade,142.0
2020,Retail,510.2
2020,Transport & warehousing,225.0
2020,Finance & real estate,241.4
2020,Finance and insurance [52],190.4
2020,Real estate and rental and leasing ,50.9
2020,Professional services,341.3
2020,Business support,158.0
2020,Education,305.0
2020,Healthcare,580.7
2020,"Info, culture & rec",154.9
2020,Accommodation & food,187.2
2020,Other services,149.2
2020,Public admin,239.7
2020,Agriculture,68.2
2020,"Forestry, mining & energy",34.7
2020,Forestry and logging and support ac,7.5
2020,"Mining, quarrying, and oil and gas ",26.4
2020,Utilities,49.6
2020,Construction,532.1
2020,Manufacturing,738.9
2020,"Durables [321, 327, 331-339]",463.5
2020,"Non-durables [311-316, 322-326]",275.4
2020,"Wholesale and retail trade [41, 44-",1057.2
2020,Wholesale trade,245.1
2020,Retail,812.1
2020,Transport & warehousing,349.5
2020,Finance & real estate,599.0
2020,Finance and insurance [52],453.1
2020,Real estate and rental and leasing ,145.9
2020,Professional services,692.1
2020,Business support,283.9
2020,Education,513.6
2020,Healthcare,857.8
2020,"Info, culture & rec",273.2
2020,Accommodation & food,345.9
2020,Other services,263.4
2020,Public admin,384.3
2020,Agriculture,27.4
2020,"Forestry, mining & energy",4.8
2020,Forestry and logging and support ac,0.5
2020,"Mining, quarrying, and oil and gas ",4.2
2020,Utilities,6.6
2020,Construction,48.5
2020,Manufacturing,61.2
2020,"Durables [321, 327, 331-339]",34.1
2020,"Non-durables [311-316, 322-326]",27.1
2020,"Wholesale and retail trade [41, 44-",88.8
2020,Wholesale trade,19.9
2020,Retail,68.9
2020,Transport & warehousing,38.9
2020,Finance & real estate,34.1
2020,Finance and insurance [52],25.3
2020,Real estate and rental and leasing ,8.8
2020,Professional services,30.6
2020,Business support,21.2
2020,Education,53.9
2020,Healthcare,100.7
2020,"Info, culture & rec",20.0
2020,Accommodation & food,35.5
2020,Other services,27.5
2020,Public admin,35.8
2020,Agriculture,37.5
2020,"Forestry, mining & energy",20.6
2020,Forestry and logging and support ac,0.5
2020,"Mining, quarrying, and oil and gas ",19.9
2020,Utilities,6.7
2020,Construction,39.4
2020,Manufacturing,30.5
2020,"Durables [321, 327, 331-339]",18.7
2020,"Non-durables [311-316, 322-326]",11.8
2020,"Wholesale and retail trade [41, 44-",86.6
2020,Wholesale trade,23.4
2020,Retail,63.2
2020,Transport & warehousing,23.7
2020,Finance & real estate,29.2
2020,Finance and insurance [52],22.0
2020,Real estate and rental and leasing ,7.3
2020,Professional services,25.9
2020,Business support,15.4
2020,Education,43.5
2020,Healthcare,81.1
2020,"Info, culture & rec",18.2
2020,Accommodation & food,26.6
2020,Other services,27.0
2020,Public admin,33.4
2020,Agriculture,48.9
2020,"Forestry, mining & energy",129.7
2020,Forestry and logging and support ac,4.7
2020,"Mining, quarrying, and oil and gas ",125.0
2020,Utilities,20.3
2020,Construction,217.5
2020,Manufacturing,125.8
2020,"Durables [321, 327, 331-339]",68.9
2020,"Non-durables [311-316, 322-326]",56.9
2020,"Wholesale and retail trade [41, 44-",316.1
2020,Wholesale trade,86.1
2020,Retail,230.0
2020,Transport & warehousing,124.8
2020,Finance & real estate,109.4
2020,Finance and insurance [52],71.7
2020,Real estate and rental and leasing ,37.7
2020,Professional services,173.6
2020,Business support,67.2
2020,Education,144.2
2020,Healthcare,284.1
2020,"Info, culture & rec",70.2
2020,Accommodation & food,109.1
2020,Other services,93.9
2020,Public admin,102.1
2020,Agriculture,28.5
2020,"Forestry, mining & energy",42.3
2020,Forestry and logging and support ac,15.6
2020,"Fishing, hunting and trapping [114]",2.7
2020,"Mining, quarrying, and oil and gas ",23.9
2020,Utilities,18.2
2020,Construction,230.3
2020,Manufacturing,169.4
2020,"Durables [321, 327, 331-339]",99.7
2020,"Non-durables [311-316, 322-326]",69.7
2020,"Wholesale and retail trade [41, 44-",390.7
2020,Wholesale trade,92.5
2020,Retail,298.2
2020,Transport & warehousing,134.9
2020,Finance & real estate,171.6
2020,Finance and insurance [52],112.9
2020,Real estate and rental and leasing ,58.7
2020,Professional services,243.7
2020,Business support,97.5
2020,Education,172.9
2020,Healthcare,323.6
2020,"Info, culture & rec",107.0
2020,Accommodation & food,175.9
2020,Other services,99.2
2020,Public admin,121.6
2021,Agriculture,1.1
2021,"Forestry, mining & energy",15.0
2021,Forestry and logging and support ac,1.0
2021,"Fishing, hunting and trapping [114]",3.7
2021,"Mining, quarrying, and oil and gas ",10.3
2021,Utilities,2.4
2021,Construction,17.2
2021,Manufacturing,10.6
2021,"Durables [321, 327, 331-339]",3.3
2021,"Non-durables [311-316, 322-326]",7.3
2021,"Wholesale and retail trade [41, 44-",38.4
2021,Wholesale trade,6.2
2021,Retail,32.2
2021,Transport & warehousing,8.2
2021,Finance & real estate,7.0
2021,Finance and insurance [52],4.9
2021,Real estate and rental and leasing ,2.1
2021,Professional services,11.3
2021,Business support,6.7
2021,Education,16.6
2021,Healthcare,43.6
2021,"Info, culture & rec",6.1
2021,Accommodation & food,11.9
2021,Other services,8.8
2021,Public admin,20.3
2021,Agriculture,3.3
2021,"Forestry, mining & energy",3.1
2021,"Fishing, hunting and trapping [114]",2.5
2021,"Mining, quarrying, and oil and gas ",0.4
2021,Utilities,0.3
2021,Construction,5.8
2021,Manufacturing,7.3
2021,"Durables [321, 327, 331-339]",2.3
2021,"Non-durables [311-316, 322-326]",5.0
2021,"Wholesale and retail trade [41, 44-",11.4
2021,Wholesale trade,1.5
2021,Retail,9.9
2021,Transport & warehousing,2.6
2021,Finance & real estate,2.8
2021,Finance and insurance [52],1.9
2021,Real estate and rental and leasing ,1.0
2021,Professional services,4.2
2021,Business support,2.4
2021,Education,6.1
2021,Healthcare,11.4
2021,"Info, culture & rec",2.5
2021,Accommodation & food,4.4
2021,Other services,3.2
2021,Public admin,9.1
2021,Agriculture,6.4
2021,"Forestry, mining & energy",11.4
2021,Forestry and logging and support ac,2.3
2021,"Fishing, hunting and trapping [114]",6.4
2021,"Mining, quarrying, and oil and gas ",2.8
2021,Utilities,5.1
2021,Construction,36.3
2021,Manufacturing,33.9
2021,"Durables [321, 327, 331-339]",14.9
2021,"Non-durables [311-316, 322-326]",19.1
2021,"Wholesale and retail trade [41, 44-",72.8
2021,Wholesale trade,13.1
2021,Retail,59.7
2021,Transport & warehousing,25.2
2021,Finance & real estate,25.8
2021,Finance and insurance [52],18.6
2021,Real estate and rental and leasing ,7.2
2021,Professional services,33.8
2021,Business support,18.7
2021,Education,37.2
2021,Healthcare,79.2
2021,"Info, culture & rec",13.7
2021,Accommodation & food,28.3
2021,Other services,17.2
2021,Public admin,30.5
2021,Agriculture,5.5
2021,"Forestry, mining & energy",9.4
2021,Forestry and logging and support ac,3.6
2021,"Fishing, hunting and trapping [114]",2.6
2021,"Mining, quarrying, and oil and gas ",3.2
2021,Utilities,3.5
2021,Construction,23.6
2021,Manufacturing,30.1
2021,"Durables [321, 327, 331-339]",13.4
2021,"Non-durables [311-316, 322-326]",16.7
2021,"Wholesale and retail trade [41, 44-",57.7
2021,Wholesale trade,10.4
2021,Retail,47.3
2021,Transport & warehousing,19.7
2021,Finance & real estate,19.3
2021,Finance and insurance [52],14.6
2021,Real estate and rental and leasing ,4.8
2021,Professional services,18.3
2021,Business support,15.0
2021,Education,28.8
2021,Healthcare,57.2
2021,"Info, culture & rec",9.8
2021,Accommodation & food,20.6
2021,Other services,15.9
2021,Public admin,30.4
2021,Agriculture,58.2
2021,"Forestry, mining & energy",38.5
2021,Forestry and logging and support ac,14.5
2021,"Mining, quarrying, and oil and gas ",23.0
2021,Utilities,27.9
2021,Construction,286.8
2021,Manufacturing,485.4
2021,"Durables [321, 327, 331-339]",284.5
2021,"Non-durables [311-316, 322-326]",200.9
2021,"Wholesale and retail trade [41, 44-",656.8
2021,Wholesale trade,152.9
2021,Retail,503.9
2021,Transport & warehousing,222.0
2021,Finance & real estate,279.3
2021,Finance and insurance [52],216.5
2021,Real estate and rental and leasing ,62.7
2021,Professional services,361.0
2021,Business support,157.1
2021,Education,352.5
2021,Healthcare,582.1
2021,"Info, culture & rec",153.9
2021,Accommodation & food,180.7
2021,Other services,158.0
2021,Public admin,261.8
2021,Agriculture,66.7
2021,"Forestry, mining & energy",35.4
2021,Forestry and logging and support ac,5.8
2021,"Mining, quarrying, and oil and gas ",29.0
2021,Utilities,53.4
2021,Construction,543.2
2021,Manufacturing,782.2
2021,"Durables [321, 327, 331-339]",493.2
2021,"Non-durables [311-316, 322-326]",289.0
2021,"Wholesale and retail trade [41, 44-",1104.8
2021,Wholesale trade,262.5
2021,Retail,842.2
2021,Transport & warehousing,365.0
2021,Finance & real estate,629.4
2021,Finance and insurance [52],467.0
2021,Real estate and rental and leasing ,162.3
2021,Professional services,757.0
2021,Business support,279.8
2021,Education,552.1
2021,Healthcare,900.8
2021,"Info, culture & rec",298.0
2021,Accommodation & food,367.1
